Time,Temperature of system I,Temperature of system II
2022/3/19 7:27,577.73,680.48
2022/3/19 7:28,577.88,679.01
2022/3/19 7:29,577.79,680.07
2022/3/19 7:30,578.14,680.33
2022/3/19 7:31,577.58,679.67
2022/3/19 7:32,577.85,679.69
2022/3/19 7:33,577.91,678.73
2022/3/19 7:34,577.91,679.8
2022/3/19 7:35,577.88,681.09
2022/3/19 7:36,577.96,680.2
2022/3/19 7:37,577.08,678.66
2022/3/19 7:38,577.82,679.22
2022/3/19 7:39,578.08,679.72
2022/3/19 7:40,577.2,679.56
2022/3/19 7:41,577.96,679.85
2022/3/19 7:42,578.2,680.32
2022/3/19 7:43,577.23,640.43
2022/3/19 7:44,578.11,640.43
2022/3/19 7:45,577.87,640.27
2022/3/19 7:46,578.38,640.24
2022/3/19 7:47,577.76,640.52
2022/3/19 7:48,578.11,639.59
2022/3/19 7:49,577.73,640
2022/3/19 7:50,578,639.9
2022/3/19 7:51,578.29,641.12
2022/3/19 7:52,577.79,640.42
2022/3/19 7:53,577.97,639.28
2022/3/19 7:54,578.29,639.86
2022/3/19 7:55,576.9,638.96
2022/3/19 7:56,578,640.24
2022/3/19 7:57,577.75,640.12
2022/3/19 7:58,577.26,640.13
2022/3/19 7:59,578.26,639.95
2022/3/19 8:00,577.79,640.29
2022/3/19 8:01,577.97,640.66
2022/3/19 8:02,577.97,640.03
2022/3/19 8:03,577.97,640.43
2022/3/19 8:04,577.7,639.77
2022/3/19 8:05,577.7,639.93
2022/3/19 8:06,577.94,640.68
2022/3/19 8:07,577.56,640.12
2022/3/19 8:08,577.88,639.61
2022/3/19 8:09,577.67,640.02
2022/3/19 8:10,578.15,640.23
2022/3/19 8:11,577.58,640.46
2022/3/19 8:12,578.32,640.95
2022/3/19 8:13,577.02,639.48
2022/3/19 8:14,577.73,640.15
2022/3/19 8:15,577.73,640.78
2022/3/19 8:16,578.08,641.01
2022/3/19 8:17,577.67,640.38
2022/3/19 8:18,578.08,641.5
2022/3/19 8:19,577.52,640.86
2022/3/19 8:20,577.82,640.9
2022/3/19 8:21,576.7,639.68
2022/3/19 8:22,578.05,640.04
2022/3/19 8:23,577.37,639.46
2022/3/19 8:24,577.02,639.41
2022/3/19 8:25,577.25,639.69
2022/3/19 8:26,577.43,640.55
2022/3/19 8:27,576.61,640.16
2022/3/19 8:28,577.96,640.36
2022/3/19 8:29,577.67,639.96
2022/3/19 8:30,577.75,641.05
2022/3/19 8:31,578.05,639.95
2022/3/19 8:32,578.2,640.29
2022/3/19 8:33,578.05,639.35
2022/3/19 8:34,578.05,640.95
2022/3/19 8:35,577.2,640.68
2022/3/19 8:36,578.17,640.91
2022/3/19 8:37,578.17,640.24
2022/3/19 8:38,577.56,639.95
2022/3/19 8:39,577.5,639.4
2022/3/19 8:40,578.08,639.14
2022/3/19 8:41,524.43,631.93
2022/3/19 8:42,576.96,640.49
2022/3/19 8:43,576.43,640.29
2022/3/19 8:44,576.83,639.42
2022/3/19 8:45,576.83,759.15
2022/3/19 8:46,576.21,759.34
2022/3/19 8:47,576.17,805.08
2022/3/19 8:48,575.37,804.57
2022/3/19 8:49,576.03,804.85
2022/3/19 8:50,576.03,804.95
2022/3/19 8:51,576.96,805.33
2022/3/19 8:52,576.39,805.04
2022/3/19 8:53,576.75,805.22
2022/3/19 8:54,575.69,804.96
2022/3/19 8:55,575.99,804.83
2022/3/19 8:56,575.99,805.03
2022/3/19 8:57,575.99,804.92
2022/3/19 8:58,576.17,804.96
2022/3/19 8:59,576.17,804.96
2022/3/19 9:00,576.08,805.07
2022/3/19 9:01,576.65,804.64
2022/3/19 9:02,576.3,804.87
2022/3/19 9:03,576.7,805.15
2022/3/19 9:04,576.12,805.05
2022/3/19 9:05,576.12,805.01
2022/3/19 9:06,576.52,804.96
2022/3/19 9:07,576.65,805.3
2022/3/19 9:08,575.77,804.94
2022/3/19 9:09,576.22,804.97
2022/3/19 9:10,575.73,804.92
2022/3/19 9:11,576.35,805.23
2022/3/19 9:12,576.12,805.21
2022/3/19 9:13,576.12,805.18
2022/3/19 9:14,575.68,804.88
2022/3/19 9:15,576.34,805.18
2022/3/19 9:16,576.03,805.36
2022/3/19 9:17,575.51,805.18
2022/3/19 9:18,576.83,805.17
2022/3/19 9:19,576.61,805.14
2022/3/19 9:20,576.75,805.08
2022/3/19 9:21,575.77,804.93
2022/3/19 9:22,576.12,804.72
2022/3/19 9:23,576.79,805.06
2022/3/19 9:24,575.68,804.74
2022/3/19 9:25,576.65,805.25
2022/3/19 9:26,575.99,805.05
2022/3/19 9:27,576.43,805.14
2022/3/19 9:28,575.55,805.14
2022/3/19 9:29,575.73,805.04
2022/3/19 9:30,577.01,805.09
2022/3/19 9:31,576.21,805.02
2022/3/19 9:32,577.05,805.29
2022/3/19 9:33,575.64,804.85
2022/3/19 9:34,575.64,804.91
2022/3/19 9:35,576.12,805
2022/3/19 9:36,576.04,805.1
2022/3/19 9:37,576.56,805.26
2022/3/19 9:38,576.56,805.15
2022/3/19 9:39,576.56,804.92
2022/3/19 9:40,576.43,805.2
2022/3/19 9:41,576.43,805.15
2022/3/19 9:42,575.51,804.75
2022/3/19 9:43,575.46,804.85
2022/3/19 9:44,576.75,804.93
2022/3/19 9:45,576.65,805.08
2022/3/19 9:46,575.42,805.05
2022/3/19 9:47,576.65,805.03
2022/3/19 9:48,575.77,805.03
2022/3/19 9:49,576.3,805.22
2022/3/19 9:50,575.85,805.04
2022/3/19 9:51,576.74,805.09
2022/3/19 9:52,576.3,805.41
2022/3/19 9:53,576.3,805.09
2022/3/19 9:54,576.3,805.09
2022/3/19 9:55,576.08,805.06
2022/3/19 9:56,575.37,804.64
2022/3/19 9:57,575.95,804.6
2022/3/19 9:58,576.65,805.02
2022/3/19 9:59,575.85,805.11
2022/3/19 10:00,576.87,805.41
2022/3/19 10:01,576.39,805.37
2022/3/19 10:02,576.87,805.2
2022/3/19 10:03,575.95,805.09
2022/3/19 10:04,575.95,805.09
2022/3/19 10:05,576,805.23
2022/3/19 10:06,575.33,804.86
2022/3/19 10:07,576.3,805.27
2022/3/19 10:08,576.26,804.81
2022/3/19 10:09,576.26,804.96
2022/3/19 10:10,575.81,804.89
2022/3/19 10:11,576.17,804.94
2022/3/19 10:12,576.17,805.07
2022/3/19 10:13,575.73,804.77
2022/3/19 10:14,576.52,805.19
2022/3/19 10:15,576.92,805.47
2022/3/19 10:16,575.73,804.74
2022/3/19 10:17,575.95,805.18
2022/3/19 10:18,575.95,805.04
2022/3/19 10:19,575.95,804.85
2022/3/19 10:20,575.95,805.1
2022/3/19 10:21,575.42,804.92
2022/3/19 10:22,575.81,804.86
2022/3/19 10:23,576.65,805.28
2022/3/19 10:24,575.81,804.99
2022/3/19 10:25,576.74,805.14
2022/3/19 10:26,576.39,805.11
2022/3/19 10:27,576.39,805.02
2022/3/19 10:28,575.9,804.7
2022/3/19 10:29,575.9,805.07
2022/3/19 10:30,576.3,806.28
2022/3/19 10:31,575.77,804.94
2022/3/19 10:32,576.26,805.78
2022/3/19 10:33,576.26,804.94
2022/3/19 10:34,576.26,804.94
2022/3/19 10:35,576.7,805.02
2022/3/19 10:36,575.37,804.89
2022/3/19 10:37,575.85,804.83
2022/3/19 10:38,575.64,805.22
2022/3/19 10:39,576.35,804.92
2022/3/19 10:40,576,804.9
2022/3/19 10:41,576.08,804.95
2022/3/19 10:42,576.75,805.16
2022/3/19 10:43,575.54,804.97
2022/3/19 10:44,576.43,805.11
2022/3/19 10:45,576.65,805.03
2022/3/19 10:46,576.34,805.32
2022/3/19 10:47,575.73,804.49
2022/3/19 10:48,576.43,805.16
2022/3/19 10:49,576.04,805.1
2022/3/19 10:50,576.52,805.05
2022/3/19 10:51,575.51,804.77
2022/3/19 10:52,577.01,805.2
2022/3/19 10:53,575.68,804.74
2022/3/19 10:54,576.61,804.84
2022/3/19 10:55,576.79,805.06
2022/3/19 10:56,575.81,804.93
2022/3/19 10:57,575.42,805
2022/3/19 10:58,576.79,805.11
2022/3/19 10:59,576.17,804.93
2022/3/19 11:00,576.08,805.15
2022/3/19 11:01,576.52,805.26
2022/3/19 11:02,575.81,804.87
2022/3/19 11:03,575.81,805.11
2022/3/19 11:04,575.81,805.23
2022/3/19 11:05,576.43,805.05
2022/3/19 11:06,576.52,805.04
2022/3/19 11:07,575.81,804.93
2022/3/19 11:08,576.83,805.25
2022/3/19 11:09,576.48,805.13
2022/3/19 11:10,576.08,805.23
2022/3/19 11:11,576.08,804.86
2022/3/19 11:12,576.08,804.86
2022/3/19 11:13,576.08,805.24
2022/3/19 11:14,576.48,805.21
2022/3/19 11:15,576.08,804.93
2022/3/19 11:16,576.56,805.19
2022/3/19 11:17,576.03,804.85
2022/3/19 11:18,576.48,805.08
2022/3/19 11:19,576.48,805.22
2022/3/19 11:20,576.26,805.24
2022/3/19 11:21,575.46,805.02
2022/3/19 11:22,576.52,805.31
2022/3/19 11:23,576.07,805.12
2022/3/19 11:24,576.43,805.18
2022/3/19 11:25,575.85,805.34
2022/3/19 11:26,576.3,805.1
2022/3/19 11:27,575.85,804.9
2022/3/19 11:28,575.55,804.75
2022/3/19 11:29,576.75,805.15
2022/3/19 11:30,576.48,805.05
2022/3/19 11:31,576.48,804.94
2022/3/19 11:32,576.48,805.04
2022/3/19 11:33,576.39,804.9
2022/3/19 11:34,576.43,804.9
2022/3/19 11:35,575.85,804.82
2022/3/19 11:36,576.39,805.12
2022/3/19 11:37,576.39,805.23
2022/3/19 11:38,576.39,805.14
2022/3/19 11:39,575.99,804.98
2022/3/19 11:40,575.55,804.67
2022/3/19 11:41,576.83,805.16
2022/3/19 11:42,575.5,804.87
2022/3/19 11:43,575.99,804.83
2022/3/19 11:44,576.48,805.06
2022/3/19 11:45,575.73,804.68
2022/3/19 11:46,576.12,805.04
2022/3/19 11:47,576.7,805.25
2022/3/19 11:48,575.81,805.13
2022/3/19 11:49,576.3,805.38
2022/3/19 11:50,576.34,805.09
2022/3/19 11:51,576.34,804.83
2022/3/19 11:52,575.73,805.16
2022/3/19 11:53,575.73,805.07
2022/3/19 11:54,576.56,805.22
2022/3/19 11:55,576.39,805.43
2022/3/19 11:56,576.39,805.07
2022/3/19 11:57,576.52,805.25
2022/3/19 11:58,575.81,805
2022/3/19 11:59,576.43,805.24
2022/3/19 12:00,577.13,805.7
2022/3/19 12:01,576.17,804.95
2022/3/19 12:02,576.56,806.56
2022/3/19 12:03,576.22,804.51
2022/3/19 12:04,575.19,804.8
2022/3/19 12:05,575.59,805.03
2022/3/19 12:06,575.5,806.16
2022/3/19 12:07,575.28,804.21
2022/3/19 12:08,575.2,805.25
2022/3/19 12:09,574.75,804.84
2022/3/19 12:10,576.39,806.19
2022/3/19 12:11,576.39,804.31
2022/3/19 12:12,576.04,805
2022/3/19 12:13,576.7,804.82
2022/3/19 12:14,576.17,805.07
2022/3/19 12:15,575.95,805.02
2022/3/19 12:16,576.92,805.27
2022/3/19 12:17,576.92,804.97
2022/3/19 12:18,576.79,804.89
2022/3/19 12:19,575.32,805.29
2022/3/19 12:20,577.05,805.22
2022/3/19 12:21,576.65,805.33
2022/3/19 12:22,576.79,805.09
2022/3/19 12:23,576.17,805.08
2022/3/19 12:24,576.43,804.99
2022/3/19 12:25,576.43,805.27
2022/3/19 12:26,575.85,805.09
2022/3/19 12:27,576.34,804.79
2022/3/19 12:28,575.9,804.78
2022/3/19 12:29,576.57,805.43
2022/3/19 12:30,576.04,804.46
2022/3/19 12:31,576.61,805.35
2022/3/19 12:32,576.61,804.56
2022/3/19 12:33,576.61,805.2
2022/3/19 12:34,576.17,804.07
2022/3/19 12:35,576.83,805.16
2022/3/19 12:36,576.35,804.99
2022/3/19 12:37,576.35,805.1
2022/3/19 12:38,575.95,803.88
2022/3/19 12:39,576.79,805.16
2022/3/19 12:40,576.26,804.84
2022/3/19 12:41,575.9,805.09
2022/3/19 12:42,576.52,804.53
2022/3/19 12:43,576.12,804.87
2022/3/19 12:44,576.48,805.42
2022/3/19 12:45,576.52,805.24
2022/3/19 12:46,576.52,805.65
2022/3/19 12:47,576.03,805.04
2022/3/19 12:48,576.03,805.09
2022/3/19 12:49,576.26,804.78
2022/3/19 12:50,576,805.35
2022/3/19 12:51,576.43,804.78
2022/3/19 12:52,575.73,804.72
2022/3/19 12:53,576.48,805.13
2022/3/19 12:54,576.96,804.99
2022/3/19 12:55,576.34,805.16
2022/3/19 12:56,576.7,805.25
2022/3/19 12:57,576.75,805.25
2022/3/19 12:58,576.3,805.17
2022/3/19 12:59,576.3,804.88
2022/3/19 13:00,575.95,805.28
2022/3/19 13:01,576,804.85
2022/3/19 13:02,576.87,805.32
2022/3/19 13:03,576.48,805.13
2022/3/19 13:04,576.03,804.9
2022/3/19 13:05,575.5,804.76
2022/3/19 13:06,576.52,805.31
2022/3/19 13:07,576.56,805.37
2022/3/19 13:08,576.34,804.65
2022/3/19 13:09,576.34,804.91
2022/3/19 13:10,576.34,804.91
2022/3/19 13:11,576.34,805.04
2022/3/19 13:12,576.34,804.99
2022/3/19 13:13,576.48,805
2022/3/19 13:14,576.48,805.16
2022/3/19 13:15,576.07,805.02
2022/3/19 13:16,576.48,804.28
2022/3/19 13:17,576.48,805.09
2022/3/19 13:18,576.34,805.23
2022/3/19 13:19,576.7,805.1
2022/3/19 13:20,575.9,804.85
2022/3/19 13:21,576.87,805.45
2022/3/19 13:22,576.3,804.99
2022/3/19 13:23,576.7,805.19
2022/3/19 13:24,576.22,805.07
2022/3/19 13:25,576.26,805.08
2022/3/19 13:26,576.92,805.31
2022/3/19 13:27,576.7,805.08
2022/3/19 13:28,576.74,804.98
2022/3/19 13:29,575.82,804.71
2022/3/19 13:30,576.35,805.53
2022/3/19 13:31,576.61,805.13
2022/3/19 13:32,575.99,805.06
2022/3/19 13:33,576.03,805.31
2022/3/19 13:34,576.61,804.92
2022/3/19 13:35,576.61,805.05
2022/3/19 13:36,576.96,805.16
2022/3/19 13:37,576.34,805.22
2022/3/19 13:38,576.96,805.44
2022/3/19 13:39,576.56,805.14
2022/3/19 13:40,576.52,805.38
2022/3/19 13:41,576.52,805.84
2022/3/19 13:42,576.61,805.26
2022/3/19 13:43,576.79,805.43
2022/3/19 13:44,576.74,805.28
2022/3/19 13:45,577.5,806.01
2022/3/19 13:46,576.78,805.27
2022/3/19 13:47,576.39,805.68
2022/3/19 13:48,576.83,805.3
2022/3/19 13:49,576.43,804.74
2022/3/19 13:50,575.85,804.28
2022/3/19 13:51,577.18,805.06
2022/3/19 13:52,575.9,804.81
2022/3/19 13:53,576.08,804.82
2022/3/19 13:54,576.12,804.7
2022/3/19 13:55,576.65,805.42
2022/3/19 13:56,576.65,805.07
2022/3/19 13:57,576.61,805.03
2022/3/19 13:58,576.79,805.03
2022/3/19 13:59,576.26,805.07
2022/3/19 14:00,576.65,804.91
2022/3/19 14:01,576.65,804.86
2022/3/19 14:02,576.52,804.74
2022/3/19 14:03,576.17,804.67
2022/3/19 14:04,576.96,806.14
2022/3/19 14:05,575.64,805.27
2022/3/19 14:06,576.96,805.32
2022/3/19 14:07,576.17,804.46
2022/3/19 14:08,576.87,806.3
2022/3/19 14:09,575.55,804.83
2022/3/19 14:10,576.03,805.79
2022/3/19 14:11,576.21,805.08
2022/3/19 14:12,577.09,805.62
2022/3/19 14:13,576.3,804.65
2022/3/19 14:14,575.64,805.07
2022/3/19 14:15,575.86,804.86
2022/3/19 14:16,576.3,805.07
2022/3/19 14:17,576.3,805.31
2022/3/19 14:18,576.79,805.38
2022/3/19 14:19,575.68,804.7
2022/3/19 14:20,577.14,805.16
2022/3/19 14:21,577.23,805.4
2022/3/19 14:22,575.77,805.38
2022/3/19 14:23,576.22,804.95
2022/3/19 14:24,575.64,804.4
2022/3/19 14:25,576.83,805.68
2022/3/19 14:26,576.12,804.6
2022/3/19 14:27,575.59,804.54
2022/3/19 14:28,576.3,804.85
2022/3/19 14:29,576.65,806.28
2022/3/19 14:30,576.22,804.76
2022/3/19 14:31,576.87,805.38
2022/3/19 14:32,576.65,805.28
2022/3/19 14:33,576.48,804.93
2022/3/19 14:34,575.85,804.9
2022/3/19 14:35,575.95,804.91
2022/3/19 14:36,576.7,805.11
2022/3/19 14:37,576.12,805.15
2022/3/19 14:38,576.03,804.29
2022/3/19 14:39,575.81,804.61
2022/3/19 14:40,576.3,805.87
2022/3/19 14:41,576.3,805.25
2022/3/19 14:42,576.3,805.65
2022/3/19 14:43,576.7,805.24
2022/3/19 14:44,575.42,804.83
2022/3/19 14:45,576.43,804.97
2022/3/19 14:46,576.43,805.76
2022/3/19 14:47,576.43,805.08
2022/3/19 14:48,576.03,803.72
2022/3/19 14:49,575.95,804.94
2022/3/19 14:50,575.28,803.95
2022/3/19 14:51,576.65,805.21
2022/3/19 14:52,575.77,804.61
2022/3/19 14:53,576.22,805.17
2022/3/19 14:54,576.17,803.41
2022/3/19 14:55,576.17,805.03
2022/3/19 14:56,575.77,804.72
2022/3/19 14:57,576.39,805.36
2022/3/19 14:58,575.9,805.05
2022/3/19 14:59,576.61,805.16
2022/3/19 15:00,576.53,805
2022/3/19 15:01,576.53,805.54
2022/3/19 15:02,576,804.81
2022/3/19 15:03,576,805.06
2022/3/19 15:04,576.57,805.36
2022/3/19 15:05,575.64,804.94
2022/3/19 15:06,576.57,804.97
2022/3/19 15:07,576.17,805.02
2022/3/19 15:08,576.75,805.23
2022/3/19 15:09,576.34,804.92
2022/3/19 15:10,575.99,804.32
2022/3/19 15:11,576.52,805
2022/3/19 15:12,575.73,805.15
2022/3/19 15:13,575.72,805.15
2022/3/19 15:14,576.21,805.4
2022/3/19 15:15,576.83,805.42
2022/3/19 15:16,576.75,805.07
2022/3/19 15:17,575.95,804.86
2022/3/19 15:18,575.95,804.78
2022/3/19 15:19,575.69,804.69
2022/3/19 15:20,576.48,804.91
2022/3/19 15:21,576.22,805.04
2022/3/19 15:22,576.08,804.99
2022/3/19 15:23,576.57,805.21
2022/3/19 15:24,575.37,804.63
2022/3/19 15:25,576.26,805.15
2022/3/19 15:26,575.59,804.73
2022/3/19 15:27,576.74,805.24
2022/3/19 15:28,576.22,805.03
2022/3/19 15:29,576.22,805.25
2022/3/19 15:30,576.12,805.14
2022/3/19 15:31,576.12,805.05
2022/3/19 15:32,576.61,805.17
2022/3/19 15:33,576.61,805.17
2022/3/19 15:34,576.17,804.86
2022/3/19 15:35,576.08,804.98
2022/3/19 15:36,575.64,804.92
2022/3/19 15:37,577.06,804.95
2022/3/19 15:38,576.7,805.39
2022/3/19 15:39,576.3,804.85
2022/3/19 15:40,576.3,804.85
2022/3/19 15:41,576.6,805.01
2022/3/19 15:42,576.6,805.14
2022/3/19 15:43,576.52,804.84
2022/3/19 15:44,576.6,804.86
2022/3/19 15:45,575.99,804.99
2022/3/19 15:46,576.12,805.03
2022/3/19 15:47,576.83,805.36
2022/3/19 15:48,576.61,805.12
2022/3/19 15:49,576.65,805.11
2022/3/19 15:50,576.56,804.95
2022/3/19 15:51,576.03,805.02
2022/3/19 15:52,576.12,804.98
2022/3/19 15:53,576.12,804.87
2022/3/19 15:54,576.12,805.01
2022/3/19 15:55,576.53,805.16
2022/3/19 15:56,576,804.77
2022/3/19 15:57,576,804.93
2022/3/19 15:58,576.57,805.37
2022/3/19 15:59,576.04,804.9
2022/3/19 16:00,576.7,805.11
2022/3/19 16:01,576.7,804.97
2022/3/19 16:02,576.53,805.66
2022/3/19 16:03,576.08,805.21
2022/3/19 16:04,576.08,805.32
2022/3/19 16:05,576.21,805.1
2022/3/19 16:06,576.6,805.76
2022/3/19 16:07,576.12,804.92
2022/3/19 16:08,576.65,805.21
2022/3/19 16:09,576.65,804.89
2022/3/19 16:10,575.95,805
2022/3/19 16:11,576.74,804.47
2022/3/19 16:12,576.39,805.15
2022/3/19 16:13,576.7,805.26
2022/3/19 16:14,576.7,804.93
2022/3/19 16:15,575.68,804.87
2022/3/19 16:16,576.74,805.14
2022/3/19 16:17,576.03,804.91
2022/3/19 16:18,576.65,804.93
2022/3/19 16:19,576.34,805.13
2022/3/19 16:20,575.95,804.91
2022/3/19 16:21,575.95,805.19
2022/3/19 16:22,576.61,805.11
2022/3/19 16:23,576.34,804.93
2022/3/19 16:24,576.48,805.24
2022/3/19 16:25,576,804.88
2022/3/19 16:26,575.77,804.69
2022/3/19 16:27,575.37,804.57
2022/3/19 16:28,576.7,805.66
2022/3/19 16:29,576.12,805.53
2022/3/19 16:30,576.56,804.18
2022/3/19 16:31,576.17,804.77
2022/3/19 16:32,575.59,804.36
2022/3/19 16:33,576.7,805.2
2022/3/19 16:34,576.21,804.53
2022/3/19 16:35,576.87,805.47
2022/3/19 16:36,575.99,805.1
2022/3/19 16:37,576.56,805.16
2022/3/19 16:38,576.25,805.17
2022/3/19 16:39,576.7,805.9
2022/3/19 16:40,575.85,804.52
2022/3/19 16:41,576.03,806.16
2022/3/19 16:42,576.26,804.54
2022/3/19 16:43,576.7,805.11
2022/3/19 16:44,576.22,805.05
2022/3/19 16:45,576.83,805.29
2022/3/19 16:46,576.96,804.84
2022/3/19 16:47,576.57,805.17
2022/3/19 16:48,575.99,805.12
2022/3/19 16:49,576.39,805.31
2022/3/19 16:50,576.39,805.23
2022/3/19 16:51,576.03,804.79
2022/3/19 16:52,576,804.67
2022/3/19 16:53,576.39,805.01
2022/3/19 16:54,575.82,804.83
2022/3/19 16:55,575.82,804.71
2022/3/19 16:56,576.88,805.14
2022/3/19 16:57,450.7,786.82
2022/3/19 16:58,451.14,786.75
2022/3/19 16:59,452.51,786.94
2022/3/19 17:00,451.63,786.73
2022/3/19 17:01,452.3,787.7
2022/3/19 17:02,450.92,786.81
2022/3/19 17:03,452.12,787.14
2022/3/19 17:04,452.11,788.5
2022/3/19 17:05,451.81,786.78
2022/3/19 17:06,452.2,787.47
2022/3/19 17:07,452.2,787.24
2022/3/19 17:08,452.33,787.36
2022/3/19 17:09,452.25,786.89
2022/3/19 17:10,451.81,786.97
2022/3/19 17:11,452.51,787.16
2022/3/19 17:12,451.98,787.14
2022/3/19 17:13,451.32,786.72
2022/3/19 17:14,452.34,787.12
2022/3/19 17:15,451.67,786.84
2022/3/19 17:16,452.2,787.21
2022/3/19 17:17,452.29,787.24
2022/3/19 17:18,452.29,787.09
2022/3/19 17:19,451.81,787
2022/3/19 17:20,451.89,787.33
2022/3/19 17:21,451.89,787.02
2022/3/19 17:22,452.12,787.32
2022/3/19 17:23,452.51,787.3
2022/3/19 17:24,451.58,786.79
2022/3/19 17:25,452.25,787.24
2022/3/19 17:26,451.45,786.92
2022/3/19 17:27,451.27,787.2
2022/3/19 17:28,451.67,786.89
2022/3/19 17:29,451.76,787.64
2022/3/19 17:30,452.3,787.24
2022/3/19 17:31,452.2,787.07
2022/3/19 17:32,452.2,786.9
2022/3/19 17:33,451.54,787.17
2022/3/19 17:34,451.54,786.93
2022/3/19 17:35,452.03,787.1
2022/3/19 17:36,451.72,786.81
2022/3/19 17:37,451.67,786.79
2022/3/19 17:38,451.32,787.04
2022/3/19 17:39,451.89,787.6
2022/3/19 17:40,451.54,787.46
2022/3/19 17:41,451.76,787.23
2022/3/19 17:42,452.03,787.02
2022/3/19 17:43,451.54,787.19
2022/3/19 17:44,451.1,786.59
2022/3/19 17:45,451.67,787.07
2022/3/19 17:46,451.28,786.76
2022/3/19 17:47,452.15,787.11
2022/3/19 17:48,451.28,786.98
2022/3/19 17:49,451.89,787.2
2022/3/19 17:50,451.63,787.19
2022/3/19 17:51,451.63,787.3
2022/3/19 17:52,451.63,787.05
2022/3/19 17:53,451.14,786.68
2022/3/19 17:54,451.63,786.88
2022/3/19 17:55,452.38,787
2022/3/19 17:56,452.38,787.23
2022/3/19 17:57,451.8,786.73
2022/3/19 17:58,451.76,787.17
2022/3/19 17:59,451.76,787.3
2022/3/19 18:00,451.36,788.27
2022/3/19 18:01,451.5,787.3
2022/3/19 18:02,451.5,787.06
2022/3/19 18:03,451.5,786.67
2022/3/19 18:04,452.42,786.8
2022/3/19 18:05,451.76,787.09
2022/3/19 18:06,451.32,787.16
2022/3/19 18:07,452.08,787
2022/3/19 18:08,451.36,786.47
2022/3/19 18:09,451.59,787.13
2022/3/19 18:10,451.59,787
2022/3/19 18:11,451.23,787.2
2022/3/19 18:12,451.94,787.65
2022/3/19 18:13,451.5,787.53
2022/3/19 18:14,451.85,786.59
2022/3/19 18:15,451.98,787.16
2022/3/19 18:16,451.98,787
2022/3/19 18:17,452.43,787.17
2022/3/19 18:18,452.47,787.3
2022/3/19 18:19,450.97,786.94
2022/3/19 18:20,452.34,787.1
2022/3/19 18:21,451.4,786.95
2022/3/19 18:22,451.89,786.82
2022/3/19 18:23,451.02,786.88
2022/3/19 18:24,451.23,786.9
2022/3/19 18:25,452.11,787.03
2022/3/19 18:26,451.58,786.95
2022/3/19 18:27,451.58,787.18
2022/3/19 18:28,451.09,787.01
2022/3/19 18:29,451.5,787.09
2022/3/19 18:30,451.58,786.95
2022/3/19 18:31,450.97,786.83
2022/3/19 18:32,452.16,787.05
2022/3/19 18:33,451.23,787.08
2022/3/19 18:34,452.12,787.2
2022/3/19 18:35,452.12,787.12
2022/3/19 18:36,451.85,787.11
2022/3/19 18:37,451.8,787.15
2022/3/19 18:38,452.15,787.17
2022/3/19 18:39,451.18,787.07
2022/3/19 18:40,452.03,787.13
2022/3/19 18:41,452.03,787.03
2022/3/19 18:42,452.03,787.14
2022/3/19 18:43,451.62,787.25
2022/3/19 18:44,451.5,786.98
2022/3/19 18:45,452.38,787.21
2022/3/19 18:46,452.38,787.32
2022/3/19 18:47,451.18,787.12
2022/3/19 18:48,452.56,787.28
2022/3/19 18:49,452.2,787.38
2022/3/19 18:50,451.72,787.19
2022/3/19 18:51,451.28,787.01
2022/3/19 18:52,451.67,787.07
2022/3/19 18:53,452.51,787.35
2022/3/19 18:54,452.38,787.22
2022/3/19 18:55,452.38,787.34
2022/3/19 18:56,452.03,787.12
2022/3/19 18:57,452.03,787.36
2022/3/19 18:58,452.03,786.93
2022/3/19 18:59,451.4,786.94
2022/3/19 19:00,452.42,788.07
2022/3/19 19:01,452.42,786.66
2022/3/19 19:02,452.38,787.44
2022/3/19 19:03,451.67,786.83
2022/3/19 19:04,451.94,786.69
2022/3/19 19:05,451.14,786.81
2022/3/19 19:06,452.56,787.32
2022/3/19 19:07,451.54,786.25
2022/3/19 19:08,451.8,787.01
2022/3/19 19:09,451.98,787.3
2022/3/19 19:10,452.34,787.2
2022/3/19 19:11,451.67,786.91
2022/3/19 19:12,452.51,787.07
2022/3/19 19:13,451.14,786.98
2022/3/19 19:14,452.11,787.2
2022/3/19 19:15,451.54,787
2022/3/19 19:16,451.89,787.16
2022/3/19 19:17,451.67,787.15
2022/3/19 19:18,451.93,787.07
2022/3/19 19:19,451.93,786.97
2022/3/19 19:20,451.98,786.8
2022/3/19 19:21,452.46,787.57
2022/3/19 19:22,452.6,787.45
2022/3/19 19:23,452.07,787.55
2022/3/19 19:24,451.5,787.2
2022/3/19 19:25,451.98,787
2022/3/19 19:26,451.76,787.08
2022/3/19 19:27,452.25,787.18
2022/3/19 19:28,451.89,786.69
2022/3/19 19:29,450.53,786.58
2022/3/19 19:30,451.98,787.34
2022/3/19 19:31,451.45,785.95
2022/3/19 19:32,451.4,786.86
2022/3/19 19:33,452.25,787.14
2022/3/19 19:34,451.89,787.18
2022/3/19 19:35,451.89,787.15
2022/3/19 19:36,452.03,787.06
2022/3/19 19:37,452.38,787.03
2022/3/19 19:38,451.5,786.93
2022/3/19 19:39,452.38,787.14
2022/3/19 19:40,451.01,786.66
2022/3/19 19:41,452.56,787.05
2022/3/19 19:42,450.79,786.68
2022/3/19 19:43,452.47,786.99
2022/3/19 19:44,450.75,786.92
